BAND,OUTPUT,INPUT,LOCATION,CALLSIGN,AREA,TONE,CTCSS_IN,CTCSS_OUT,DCS,DCS_CODE,DTMF,REMOTE_BASE,SNP,AUTOPATCH,PATCH_SEQ,LINKED,LINK_FREQ,WIDE_AREA,LATITUDE,LONGITUDE,NOTES,LATITUDE_DDMMSS,LONGITUDE_DDDMMSS,SITE_NAME,COVERAGE_AREA
440,449.3,444.3,Salt Lake,K7DOU,Wasatch Front,N,,,N,,N,N,N,N,,N,,N,40.7792,-111.8894,O portable rptr ARES,404645,1115322,Salt Lake,SLM
440,447.025,442.025,Salt Lake,W0HU,Wasatch Front,Y,100,,N,,N,N,N,N,,N,,Y,40.7822,-111.9467,O,404656,1115648,W0HU QTH,SLM
440,448.175,443.175,Salt Lake,N7HIW,Wasatch Front,Y,100,,N,,N,N,N,N,,N,,Y,40.8047,-111.8964,O X,404817,1115347,Ensign Peak,SLM
440,449.4,444.4,Salt Lake,K7JL,Wasatch Front,Y,100,,N,,N,Y,N,N,,N,,N,40.8047,-111.8964,O E 2 Mtr RB 100.0,404817,1115347,Ensign Peak ,SLM
144,147.16,147.76,Salt Lake,K7MLA,Wasatch Front,Y,127.3,,N,,N,N,N,Y,,N,147.24,N,40.8058,-111.8906,O A 127.3 L147.14/24,404821,1115326,Ensign Peak,SLM
440,449.275,444.275,Salt Lake,K7OJU,Wasatch Front,Y,88.5,,N,,N,N,N,N,,N,,Y,40.8058,-111.8906,O X 88.5  IRLP 3407,404821,1115326,Ensign Peak,SLM
440,447.9375,442.9375,Ensign Peak,N6DVZ,Wasatch Front,N,,,N,,N,N,N,N,,N,,N,40.8061,-111.895,O Mototrbo,404822,1115342,West Jordan QTH,SLM
440,448.45,443.45,Salt Lake,KC7IIB,Wasatch Front,Y,100,,N,,N,N,N,N,,N,,N,40.8072,-111.8917,O,404826,1115330,Ensign Peak,Salt Lake Valley
440,448.525,443.525,Salt Lake,K7XRD,Wasatch Front,Y,100,,N,,N,N,N,N,,N,,Y,40.8072,-111.8811,O X,404826,1115252,Ensign Peak,SLM
144,146.7,146.1,Salt Lake,KC7IIB,Wasatch Front,Y,100,,N,,N,N,N,N,,N,,N,40.8081,-111.8903,O E 100.0,404829,1115325,Ensign Peak,SLC/DAVIS
440,449.25,444.25,Salt Lake,W7XDX,Wasatch Front,Y,88.5,,N, ,N,N,Y,N,,N,,N,40.8081,-111.8903,O 88.5 SNP,404829,1115325,Ensign Peak,WF
220,223.84,223.84,Salt Lake,WB6CDN,Wasatch Front,N,,,N,,N,Y,N,Y,,Y,IREAN,Y,40.8131,-111.8911,Echolink to 224.820,404847,1115328,Ensign Peak,SLM
220,224.82,223.22,Salt Lake,WB6CDN,Wasatch Front,Y,167.9,,N,,N,Y,N,Y,,Y,IREAN,Y,40.8131,-111.8911,O A E L Rb X Z IREAN,404847,1115328,Ensign Peak,SLM
440,445.1,445.1,Salt Lake,WB6CDN,Wasatch Front,N,,,N,,N,Y,N,Y,,Y,IREAN,Y,40.8131,-111.8911,Echolink to 224.820,404847,1115328,Ensign Peak,SLM
144,147.3,147.9,Bountiful,K7DAV,Wasatch Front,Y,123,,N,,N,N,N,N,,N,,N,40.8431,-111.9464,O 123.0,405035,1115647,North Salt Lake South Plant,DAVIS
440,447.65,442.65,Bountiful,K7DAV,Wasatch Front,Y,123,,N,,N,N,N,N,,N,,N,40.8431,-111.9464,O 123.0,405035,1115647,North Salt Lake South Plant,DAVIS
144,146.98,146.38,Tooele,W7EO,West,N,,,N,,N,N,N,Y,,Y,145.39,N,40.8469,-112.7997,O A L145.39,405049,1124759,Delle Peak (Black Mtn.),WD/I80W
144,147.24,147.84,Coalville,K7HEN,Northeast,Y,136.5,,N,,N,N,N,Y,,Y,147.16,Y,40.8478,-111.4778,O X A 136.5 L147.14/16,405052,1112840,Stagecoach,Lewis Peak
144,145.35,144.75,Delle,K7HK,West,N,,,N,,N,N,N,N,,N,,N,40.8481,-112.7997,O,405053,1124759,Delle BLM site,WD
440,448.65,443.65,Coalville,WA7GIE,Wasatch Front,N,,,N,,N,N,N,N,,N,,Y,40.855,-111.4797,C X,405118,1112847,Lewis Peak,HW
440,448.9,443.9,Coalville,WB7TSQ,Wasatch Front,N,,,N,,N,Y,N,N,,N,,Y,40.855,-111.4797,O X Rb,405118,1112847,Lewis Peak,HW
440,449.55,444.55,Coalville,WA7GIE,Wasatch Front,Y,100,,N,,N,N,N,N,,N,,Y,40.855,-111.4797,O X IRLP 100.0,405118,1112847,Lewis Peak,HW/WSLC
144,147.36,147.96,Coalville,WA7GIE,Wasatch Front,Y,100,,N,,N,N,N,N,,N,,Y,40.8556,-111.4806,O X 100.0  ,405120,1112850,Lewis Peak,WSLC/HW
440,449.925,444.925,Bountiful,K7DAV,Wasatch Front,Y,100,,N,,N,Y,N,N,,N,,Y,40.8644,-111.8544,OXE 100.0 Rb147.42,405152,1115116,Bountiful Golf Course,DAVIS
440,449.35,444.35,Bountiful,KC7RAF,Wasatch Front,Y,123,,N,,N,N,N,N,,N,,N,40.8711,-111.8964,O 123.0,405216,1115347,KC7RAF QTH,DAVIS
440,447.2,442.2,Antelope Is.,K7DAV,Wasatch Front,Y,127.3,,N,,N,N,N,N,,N,,Y,40.9619,-112.2153,O X E 127.3,405743,1121255,Antelope Is.,DAVIS
144,145.1375,144.5375,Kaysville  ,K7DAV,Wasatch Front,N,,,N,,N,N,N,N,,N,,N,40.9997,-111.945,O D-Star,405959,1115642,Davis Sewer Plant,WF
440,447.975,442.975,Kaysville,K7DAV,Wasatch Front,N,,,N,,N,N,N,N,,N,,N,40.9997,-111.945,O D-Star,405959,1115642,Davis Sewer Plant,WF
440,449.7,444.7,Kaysville,K7DOU,Wasatch Front,Y,100,,N,,N,N,N,N,,N,,N,40.9997,-111.9444,O (EOC) 100.0,405959,1115640,Kaysville Sewer Treat Plant,NWF
1240,1287.025,1275.025,Kaysville,K7DAV,Wasatch Front,N,,,N,,N,N,N,N,,N,,N,40.9997,-111.945,O D-Star ,405959,1115642,Davis Sewer Plant,WF
1240,1298.25,1298.25,Kaysville,K7DAV,Wasatch Front,N,,,N,,N,N,N,N,,N,,N,40.9997,-111.945,0 D-Star,405959,1115642,Davis Sewer Plant,WF
144,147.04,147.64,Antelope Is.,K7DAV,Wasatch Front,Y,123,,N,,N,N,N,Y,,N,,Y,41.0147,-112.2083,O X E Z Ca 123.0,410053,1121230,Antelope Is.,DAVIS/NWF
52,53.01,52.01,Farmington,K7DAV,Wasatch Front,Y,141.3,,N,,N,N,N,N,,N,,N,41.0253,-111.8375,O,410131,1115015,Sheppard Peak,WEBER/DAVIS
144,146.96,146.36,Layton,K7MLA,Wasatch Front,Y,100,,N,,N,N,N,N,,N,,N,41.0256,-111.8369,O,410132,1115013,Francis Pk.,NWF/OGDEN/DAVIS/FRANCIS
440,449.875,444.875,Layton,W7MVK,Wasatch Front,Y,167.9,,N,,N,N,N,N,,N,,Y,41.0256,-111.8375,O X 167.9,410132,1115015,Shepherd Peak,HW
440,449.6,444.6,Ogden,AI7J,Wasatch Front,Y,136.5,,N,,N,N,N,N,,N,,Y,41.0494,-111.8397,O X 136.5 (Solar),410258,1115023,Kaysville Peak,NWF
440,447.05,442.05,Clinton,AH2S,Wasatch Front,Y,114.8,,N,,N,Y,N,Y,,N,,N,41.0553,-111.9767,O A Rb 114.8,410319,1115836,AH2S QTH,NWF/DAVIS/OGDEN
144,145.1625,144.5625,Morgan,KM7ARC,Wasatch Front,N,,,N,,N,N,N,N,,Y,,N,41.0569,-111.6803,O D-Star,410325,1114049,Morgan Search & Rescue Bldg,
440,447.9625,442.9625,Morgan,KM7ARC,Wasatch Front,N,,,N,,N,N,N,N,,Y,,N,41.0569,-111.6803,O D-Star,410325,1114049,Morgan Search & Rescue Bldg,
1240,1297.75,1297.75,Morgan,KM7ARC,Wasatch Front,N,,,N,,N,N,N,N,,Y,,N,41.0569,-111.6803,O D-Star,410325,1114049,Morgan Search & Rescue Bldg,
440,449.25,444.25,Layton,AI7J,Wasatch Front,Y,100,,N,,N,N,Y,N,,N,,N,41.0597,-111.9344,O 136.5  SNP,410335,1115604,AI7J QTH,Layton
220,224.96,223.36,Syracuse,NJ7J,Wasatch Front,N,,,N,,N,N,N,N,,N,,N,41.0875,-112.0417,O,410515,1120230,Syracuse,NWF/OGDEN/DAVIS
144,147.1,147.7,Morgan,KB7ZCL,Wasatch Front,Y,123,,N,,N,N,N,N,,N,,N,41.0981,-111.6461,O,410553,1113846,Morgan TV site,MORGAN
440,447.075,442.075,West Point,W7WPC,Wasatch Front,Y,123,,N,,N,N,N,N,,N,,N,41.1117,-112.055,O 123.0 E401462,410642,1120318,KE7OJJ,West Point
440,449.95,444.95,Clearfield,NJ7J,Wasatch Front,Y,123,,N,,N,N,N,N,,N,,N,41.1133,-112.0231,O CA IRLP 3876,410648,1120123,Clearfield Civic Center,OGDEN
440,447.325,442.325,Clearfield,W7UTA,Wasatch Front,Y,118.8,,N,,N,N,N,N,,N,,N,41.1242,-112.0328,O 118.8,410727,1120158,288 W 750 N Clearfield - Home, 
440,447.15,442.15,Clearfield,KR7K,Wasatch Front,Y,114.8,,N,,N,N,N,N,,N,,N,41.1247,-112.0456,O  114.8,410729,1120244,Clearfield,DAVIS/OGDEN
144,145.25,144.65,Ogden,KE7FO,Wasatch Front,N,,,N,,N,N,N,Y,,N,,N,41.1911,-111.9447,O A,411128,1115641,WSU Campus Tech Ed Bldg,Ogden
144,147.38,147.98,Ogden,WB7TSQ,Wasatch Front,N,,,N,,N,N,N,N,,N,,Y,41.1933,-112.0094,O X,411136,1120034,West Ogden, WF
220,224.5,222.9,Ogden,WB6CDN,Wasatch Front,Y,167.9,,N,,N,N,N,Y,*/#,N,,N,41.1972,-111.9697,O A(*#)E 167.9 IREAN,411150,1115811,Ogden Downtown,OGDEN
144,146.9,146.3,Ogden,W7SU,Wasatch Front,Y,123,,N,,N,N,N,Y,,N,,N,41.1997,-111.8819,OA 123.0 ,411159,1115255,Mt Ogden,OGDEN
440,448.6,443.6,Ogden    ,W7SU,Wasatch Front,Y,123,,N,,N,N,N,N,,N,,N,41.1997,-111.8819,O L146.82,411159,1115255,Mt Ogden,OGDEN
440,448.775,443.775,West Haven,N7TOP,Wasatch Front,Y,123,,N,,N,N,N,N,,Y,449.775,N,41.2042,-112.0511,O 123.0 L(449.775),411215,1120304,Promentory,NWF
440,449.075,444.075,Ogden,W7RSS,Wasatch Front,Y,123,,N,,N,N,N,N,,N,,N,41.2275,-111.9428,O PL 123.0 Echolink,411339,1115634,"2150 Polk Ave, Ogden, Ut",OGDEN
144,146.68,146.08,Huntsville,N7JSQ,Wasatch Front,Y,123,,N,,N,N,N,Y,,Y,145.49,Y,41.2389,-111.5836,OAX 123.0 L145.49,411420,1113501,Herd Mtn.,MORGAN
144,145.41,144.81,Ogden,WB7TSQ,Wasatch Front,Y,123,,N,,N,N,Y,N,,N,,N,41.2414,-111.9386,O 123.0,411429,1115619,Ogden Foothills,
440,448.275,443.275,Ogden,WB7TSQ,Wasatch Front,Y,107.2,,N,,N,N,N,N,,N,,Y,41.2414,-111.9386,O X,411429,1115619,Ogden QTH, 
144,145.1125,144.5125,Ogden,KE7EGG,Wasatch Front,N,,,N,,N,N,N,N,,N,,N,41.245,-111.9939,O,411442,1115938,Ogden Sheriff Office,OGDEN
440,447.95,442.95,Ogden,KE7EGG,Wasatch Front,N,,,N,,N,N,N,N,,N,,N,41.245,-111.9939,O D-Star,411442,1115938,Ogden Sheriff Office,OGDEN
1240,1284.4,1272.4,Ogden,KE7EGG,Wasatch Front,N,,,N,,N,N,N,N,,N,,N,41.245,-111.9939,O D-Star,411442,1115938,Ogden Sheriff Office,WF
1240,1298.75,1298.75,Ogden,KE7EGG,Wasatch Front,N,,,N,,N,N,N,N,,N,,N,41.245,-111.9939,O D-Star,411442,1115938,Ogden Sheriff Office,WF
440,449.775,444.775,West Haven,N7TOP,Wasatch Front,N,,,N,,N,Y,N,N,,Y,447.775,N,41.2517,-111.9819,O Rb (Solar),411506,1115855,N7TOP QTH,NWF
144,146.82,146.22,Ogden,W7SU,Wasatch Front,Y,123,,N,,N,N,N,N,,N,,N,41.2547,-112.2372,O 123.0,411517,1121414,Little Mtn,NWF/OGDEN/DAVIS/FRANCIS
440,448.575,443.575,Ogden,W7SU,Wasatch Front,Y,100,,N,,N,N,N,N,,N,,N,41.2547,-112.2372,O A,411517,1121414,Little Mtn,OGDEN
144,145.49,144.89,Ogden,K7HEN,Wasatch Front,Y,123,,N,,N,N,N,Y,,Y,146.68,Y,41.2578,-112.4408,O A 123.0 L146.68,411528,1122627,Promontory Point,NWF/OGDEN/DAVIS
144,147.26,147.86,Ogden,AC7O,Wasatch Front,Y,103.5,,N,,N,N,N,Y,,Y,449.625,Y,41.2578,-112.4408,OXZCa 103.5 L146.72,411528,1122627,Promontory,NWF/SLC/DAVIS
144,145.21,144.61,Huntsville,W7DBA,Wasatch Front,N,,,N,,N,N,N,N,,N,,N,41.2592,-111.7628,O,411533,1114546,W7DBA QTH,MORGAN
440,448.025,443.025,Huntsville,W7DBA,Wasatch Front,Y,123,,N,,N,N,N,N,,N,,N,41.2592,-111.7631,O IRLP 3211,411533,1114547,Huntsville,
440,447.6,442.6,Eden,KJ7YE,Wasatch Front,N,,,N,,N,N,N,N,,N,,N,41.2983,-111.8075,O,411754,1114827,"5791E 2200N Eden, UT",
144,146.86,146.26,Evanston ,K7JL,Northeast,Y,100,,N,,N,N,N,N,,Y,147.18,Y,41.3475,-110.9014,O X 100.0 L147.18,412051,1105405,Medicine Butte,SWY
440,449.15,444.15,Evanston ,K7JL,Northeast,Y,100,,N,,N,N,N,N,,Y,147.18,Y,41.3475,-110.9014,O X 100.0 L449.500,412051,1105405,Medicine Butte,SWY
144,145.47,144.87,Powder Mtn.,K7SUM,Wasatch Front,Y,123,,N,,N,N,N,N,,N,,Y,41.3697,-111.7647,O 123.0,412211,1114553,Powder Mtn.,POWDER
440,447.775,442.775,Powder Mtn,N7TOP,Northeast,Y,123,,N,,N,N,N,N,,Y,449.775,Y,41.3697,-111.7647,O X 123.0 L?,412211,1114553,Powder Mtn,POWDER
220,224,222.4,Powder Mtn,N7TOP,Wasatch Front,Y,167.9,,N,,N,Y,N,N,,Y,IREAN,Y,41.3706,-111.7656,O L 167.9 Rb IREAN,412214,1114556,Powder Mtn,POWDER
144,146.92,146.32,Ogden,N7TOP,Wasatch Front,Y,123,,N,,N,N,N,N,,Y,449.775,N,41.3794,-112.4583,O 123.0 L(449.775),412246,1122730,Promontory,NWF 
440,448.8,443,Evanston,K6JR,North East,Y,131.8,,N,,N,N,N,N,,N,,N,41.3989,-111.0381,C 131.8,412356,1110217,Bear River,"Evanston, Wyo"
144,145.29,144.69,Brigham City,K7UB,Wasatch Front,Y,123,,N,,N,N,N,N,,Y,448.3,N,41.5019,-112.1039,OEL145.29/448.3 123,413007,1120614,Brigham,NWF
440,449.65,444.65,Logan,AC7II,Wasatch Front,Y,100,,N,,N,N,N,N,,N,,Y,41.5511,-111.9369,O X 100.0,413304,1115613,Mt Pisgah,CACHE
440,449.8,444.8,Mantua,WA7KMF,North,Y,103.5,,N,,N,N,N,N,,N,,N,41.5511,-111.9369,O 103.5,413304,1115613,Mt Pisgah,LOGAN
144,145.41,144.81,Logan,AC7O,North,Y,103.5,,N,,N,N,N,N,,N,,N,41.575,-111.8383,O,413430,1115018,Logan,CACHE
440,447.95,442.95,Paradise,KF7VJO,North,N,,,N,,N,N,N,N,,N,,N,41.575,-111.8383,O IRCDDB,413430,1115018,AC7II QTH,LOGAN
440,449.575,444.575,Wellsville,NU7TS,North,N, ,,N,,N,N,N,N,,N,,N,41.6114,-111.9525,O D-Star,413641,1115709,Wellsville,LOGAN
902,927.5125,902.5125,Wellsville,AF7FH,North,Y,100,,N,,N,N,N,N,,N,,N,41.6114,-111.9525,O ,413641,1115709,Wellsville,LOGAN
144,145.43,144.83,ATK Plant 3,K7UB,North,Y,123,,N,,N,N,N,Y,,Y,448.3,N,41.6308,-112.3758,OAEL145.29/448.300 123,413751,1122233,Thiokol Blue,NWF/DAVIS
144,145.31,144.71,Red Spur,WA7KMF,North,Y,103.5,,N,,N,N,N,Y,,Y,449.625,Y,41.6369,-111.4156,OXZCa 103.5 L(BARC),413813,1112456,Red Spur,LOGAN
440,448.925,443.925,Mendon,N7PKI,North,Y,100,,N,,N,N,N,N,,N,,N,41.6983,-111.9706,O,414154,1115814,N7PKI QTH, 
440,449.3,444.3,Logan,W7BOZ,North,Y,103.5,,N,,N,N,N,N,,N,,N,41.7111,-111.8589,O 103.5 IRLP 7576,414240,1115132,Logan QTH,LOGAN
144,146.72,146.12,Logan,AC7O,North,Y,103.5,,N,,N,N,N,Y,,Y,449.625,Y,41.7136,-111.7169,O 103.5 Ca X Z L147.26 ,414249,1114301,Mt Logan,CACHE
440,449.625,444.625,Logan,AC7O,North,Y,103.5,,N,,N,N,N,Y,,Y,146.72,Y,41.7136,-111.7169,OXZCa 103.5 L(BARC),414249,1114301,Mt. Logan,CACHE
144,147.2,147.8,Logan,AC7O,North,Y,103.5,,N,,N,N,N,N,,Y,146.72,N,41.7222,-111.8494,O X 103.5 L147.26 ,414320,1115058,WA7KMF QTH,CACHE
440,447.975,442.975,Logan,AC7O,North,N,,,N,,N,N,N,N,,N,,Y,41.7222,-111.8494,O D-Star,414320,1115058,WA7KMF QTH,LOGAN
1240,1299.75,1299.75,Logan,AC7O,North,N,,,N,,N,N,N,N,,N,,Y,41.7222,-111.8494,O D-Star,414320,1115058,Logan,LOGAN
144,146.64,146.04,Logan,WA7MXZ,North,N,,,N,,N,N,N,Y,*/#,N,,N,41.7372,-111.8656,O A(*/#),414414,1115156,Cache Co. Sheriff's Office,LOGAN
144,147.86,144.71,Logan,AC7O,North,Y,71,,N,,N,N,N,N,,N,,N,41.7397,-111.8342,O Portable Repeater,414423,1115003,Portable Repeater,LOGAN
440,447,442,Logan,NU7TS,North,N,,,N,,N,N,N,N,,N,,N,41.7428,-111.8053,O IRLP,414434,1114819,Logan,LOGAN
144,147.32,147.92,Logan,KA7FAP,North,Y,88.5,,N,,N,N,N,N,,N,,N,41.7675,-111.7972,O,414603,1114750,KA7FAP QTH,LOGAN
144,147.24,147.84,Logan,N7RRZ,North,Y,79.7,,N,,N,N,N,N,,Y,449.325,N,41.7686,-111.8044,O 79.7 L449.325,414607,1114816,Logan,LOGAN
440,449.325,444.325,Logan,N7RRZ,North,Y,156.7,,N,,N,N,N,N,*007/#,N,,N,41.7686,-111.8044,O 156.7 A(*007/#),414607,1114816,Logan,LOGAN
144,145.175,144.575,Tremonton,N7RDS,Wasatch Front,N,,,N,,N,N,N,N,,N,,N,41.7794,-112.1789,O D-Star,414646,1121044,Riverside, 
144,147.22,147.82,West of Riverside,K7UB,North,Y,123,,N,,N,N,N,N,,N,,Y,41.7794,-112.1772,O L448.300/145.29/43,414646,1121038,Riverside West,North
144,147.39,147.99,Tremonton,WA7KMF,Wasatch Front,N,,,N,,N,N,N,N,,N,,N,41.7794,-112.1789, ,414646,1121044,Riverside, 
440,447.125,442.125,Riverside,NU7TS,Wasatch Front,N,,,N,,N,N,N,N,,N,,N,41.7794,-112.1786,MotoTrbo,414646,1121043,Riverside,WF
440,447.925,442.925,Tremonton,N7RDS,Wasatch Front,N,,,N,,N,N,N,N,,N,,N,41.7794,-112.1789,O D-Star ircDDB Gateway,414646,1121044,Riverside, 
440,449.575,444.575,Riverside,WA7KMF,North,N,,,N,,N,Y,N,N,,Y,449.8,N,41.7794,-112.1772,O Rb(6M) L449.80,414646,1121038,Riverside,NWF
440,447.325,442.325,Kemmerer,N7ERH,North,Y,100,,N,,N,N,N,N,,N,,Y,41.8383,-110.5047,O 100.0,415018,1103017,Quealy Peak,"Kemmerer, Wyo"
440,448.2,443.2,Bear Lake,K7OGM,North,Y,100,,N,,N,N,N,N,,N,,Y,41.8822,-111.2703,O X,415256,1111613,Laketown Site,RICH
144,147.02,147.62,Bear Lake,K7OGM,North,Y,100,,N,,N,N,N,N,,Y,147.18,Y,41.8825,-111.2692,O X 100.0 L147.18,415257,1111609,Bear Lake,RICH
440,448.975,443.975,Bear Lake,K7OGM,North,N,,,N,,N,N,N,N,,Y,Cactus,N,41.8825,-111.2692,C L(Cactus),415257,1111609,Laketown Site,RICH
440,449.7,444.7,Bear Lake,K7OGM,North,Y,100,,N,,N,N,N,N,,N, ,N,41.8825,-111.2692,O IRLP 3188,415257,1111609,Bear Lake,RICH
440,448.3,443.3,ATK Plant 3,K7UB,North,Y,123,,N,,N,N,N,Y,,Y,145.43,N,41.9044,-113.3889,OL 145.29/145.43/147.220,415416,1132320,Thiokol Blue Springs Hill,NWF
440,449.25,444.25,Logan,AC7II,North,Y,103.5,,,,,,,,,,,,41.9617,-111.8378,O 103.5 SNP,415742,1115016,Logan,NUT
440,448.95,443.95,Malad ID,KD5IDE,North,Y,77,,N,,N,N,N,N,,N,,N,42.085,-112.3217,O,420506,1121918,"4000 W Samaria Rd, Malad",Malad
440,448.45,443.45,Bear Lake,K7OGM,North,Y,123,,N,,N,N,N,N,,N, ,N,42.1136,-111.3889,O IRLP 3188,420649,1112320,Bear Lake,RICH
440,448.75,443.75,Preston ID,KE7EYY,North,Y,88.5,,N,,N,N,N,N,,N,,N,42.1219,-111.7856,O,420719,1114708,Hill top 5 mi NW Preston,LOGAN
144,147.38,147.98,Montpelier,AC7TJ,North,Y,100,,N,,N,N,N,N,,N,,N,42.1492,-111.2525,O,420857,1111509,Bear Lake,Bear Lake
144,147.45,147.45,Malad,WA7FDR,North,N,,,N,,N,N,N,N,,Y,146.85,Y,42.185,-112.455,O L146.85/147.120,421106,1122718,Malad Pass,NWF
144,147.12,147.72,Montpelier,AG7BL,North,Y,123,,N,,N,N,N,N,,N,,N,42.32,-111.2903,O 100.0,421912,1111725,Montpelier M hill,
440,449.2,444.2,Burley ID,WA7UHW,North,N,,,N,,N,N,N,N,,N,,Y,42.3256,-113.6575,O X,421932,1133927,MT. Harrison,ID
144,147,146.4,Burley ,KC7SNN,North,Y,100,,N,,N,N,N,N,,N,,Y,42.3258,-113.6564,O X,421933,1133923,Burley,ID
144,145.33,144.73,MT Harrison,K7ACA,North,Y,123,,N,,N,N,N,N,,N,,N,42.3264,-113.6553,O,421935,1133919,MT Harrison,SWI
144,145.27,144.67,Burley,WA7FDR,Idaho Linked,Y,100,,N,,N,N,N,N,,N,,N,42.3283,-113.6567,O 100.0,421942,1133924,Mt Harrison,IDAHO
144,146.8,146.2,Lava Hot Sp ,AE7TA,North,Y,88.5,,N,,N,N,N,Y,80*/#,Y,BARC,Y,42.5158,-111.9236,OXA(80*/#)L(BARC),423057,1115525,Sedgwick Peak,ID 
440,449.375,444.375,Lava Hot Spr ,AE7TA,North,Y,88.5,,N,,N,N,N,N,80*/#,Y,BARC,Y,42.5158,-111.9236,O X A (80*/#) L (BARC),423057,1115525,Sedgwick Peak,ID/CACHE
